OrgID,County
147,San Mateo
147,Santa Clara
148,Alameda
148,Contra Costa
148,Marin
148,San Francisco
148,San Mateo
148,Santa Clara
148,Santa Cruz
149,Marin
150,Alameda
150,Contra Costa
151,Riverside
151,San Diego
152,San Diego
153,Orange
154,San Luis Obispo
155,Ventura
156,Stanislaus
157,San Luis Obispo
158,Santa Cruz
159,Los Angeles
160,Alameda
160,Contra Costa
160,Marin
160,San Francisco
160,San Mateo
160,Santa Clara
160,Solano
160,Yolo
161,All
162,Los Angeles
164,Los Angeles
164,Orange
164,Ventura
165,Marin
166,Marin
166,Sonoma
167,Marin
168,Monterey
169,All
170,Humboldt
171,Alameda
171,Contra Costa
172,Humboldt
172,Mendocino
172,Sonoma
173,San Luis Obispo
174,Monterey
175,Monterey
176,Monterey
177,Monterey
177,San Benito
177,Santa Clara
177,Santa Cruz
178,Monterey
178,Santa Clara
179,San Luis Obispo
180,All
181,Orange
181,Riverside
182,Marin
183,All
184,Orange
185,Del Norte
185,Humboldt
185,Trinity
186,Butte
186,Colusa
186,Fresno
186,Glenn
186,Humboldt
186,Lake
186,Lassen
186,Mendocino
186,Sacramento
186,Shasta
186,Sonoma
186,Sutter
186,Tehama
186,Yolo
186,Yuba
187,Sonoma
188,Alameda
188,Contra Costa
188,Marin
188,San Francisco
188,San Mateo
188,Santa Clara
188,Solano
189,Mendocino
190,Monterey
190,San Francisco
190,San Mateo
191,Ventura
192,All
193,Santa Barbara
193,Ventura
194,El Dorado
194,Mendocino
194,Placer
194,Sacramento
194,Sonoma
195,San Luis Obispo
196,Los Angeles
197,San Mateo
197,Santa Clara
198,Orange
199,Marin
200,Alameda
200,Contra Costa
200,Marin
200,Mendocino
200,San Francisco
200,San Mateo
200,Santa Clara
200,Solano
201,Contra Costa
202,Napa
202,Sacramento
202,Solano
202,Yolo
203,Kings
203,Los Angeles
203,Monterey
203,San Luis Obispo
203,Santa Barbara
203,Ventura
204,Los Angeles
204,Orange
204,San Bernardino
204,San Diego
205,Los Angeles
205,Ventura
206,Riverside
206,San Bernardino
207,Mendocino
207,Sonoma
208,Marin
208,San Francisco
209,San Diego
210,San Diego
211,San Mateo
212,Fresno
212,Madera
213,San Luis Obispo
214,San Mateo
215,Santa Barbara
216,Santa Barbara
217,Santa Barbara
218,Los Angeles
218,Orange
218,Riverside
218,San Bernardino
218,San Diego
218,Santa Barbara
218,Ventura
219,Los Angeles
219,Ventura
220,Los Angeles
221,Monterey
221,San Mateo
221,Santa Cruz
222,All
223,Marin
224,All
225,Mendocino
226,Del Norte
227,Marin
227,Mendocino
227,Monterey
227,Santa Cruz
227,Sonoma
228,All
229,Alameda
229,Marin
229,San Francisco
229,San Mateo
230,San Luis Obispo
231,Sonoma
232,Sonoma
233,Sonoma
234,Marin
234,Sonoma
235,Sonoma
236,Sonoma
237,Santa Cruz
238,Alameda
238,Contra Costa
238,Marin
238,San Francisco
238,San Mateo
238,Santa Clara
238,Solano
239,San Luis Obispo
239,Santa Barbara
239,Ventura
240,Imperial
240,San Diego
241,Los Angeles
242,Alameda
243,Monterey
243,Santa Cruz
244,Alameda
244,Contra Costa
244,Marin
244,Mendocino
244,San Francisco
244,San Mateo
244,Santa Clara
244,Solano
245,Sonoma
246,Alameda
246,Contra Costa
246,Marin
246,Mendocino
246,Napa
246,San Francisco
246,San Mateo
246,Santa Clara
246,Solano
246,Sonoma
247,Alameda
247,Alpine
247,Amador
247,Butte
247,Calaveras
247,Colusa
247,Contra Costa
247,Del Norte
247,El Dorado
247,Fresno
247,Glenn
247,Humboldt
247,Kern
247,Kings
247,Lake
247,Lassen
247,Los Angeles
247,Madera
247,Marin
247,Mariposa
247,Mendocino
247,Merced
247,Modoc
247,Monterey
247,Napa
247,Nevada
247,Orange
247,Placer
247,Plumas
247,Sacramento
247,San Benito
247,San Diego
247,San Francisco
247,San Joaquin
247,San Luis Obispo
247,San Mateo
247,Santa Barbara
247,Santa Clara
247,Santa Cruz
247,Shasta
247,Sierra
247,Siskiyou
247,Solano
247,Sonoma
247,Stanislaus
247,Sutter
247,Tehama
247,Trinity
247,Tulare
247,Tuolumne
247,Ventura
247,Yolo
247,Yuba
248,Monterey
249,Alameda
249,Contra Costa
249,Marin
249,Napa
249,San Francisco
249,San Mateo
249,Santa Clara
249,Solano
250,Los Angeles
250,Orange
250,Ventura
251,Imperial
251,Inyo
251,Los Angeles
251,Mono
251,Orange
251,Riverside
251,San Bernardino
251,San Diego
251,San Luis Obispo
251,Santa Barbara
251,Ventura
252,All
253,Monterey
254,Del Norte
254,Humboldt
254,Marin
254,Mendocino
254,San Francisco
254,San Luis Obispo
254,Santa Barbara
254,Santa Cruz
254,Siskiyou
254,Sonoma
254,Trinity
254,Ventura
255,Santa Barbara
255,Ventura
256,Shasta
257,All
258,Alameda
258,Contra Costa
258,Marin
258,Napa
258,San Francisco
258,San Mateo
258,Santa Clara
258,Solano
258,Sonoma
259,All
260,Placer
260,Sacramento
260,Solano
260,Yolo
261,Alameda
261,Contra Costa
261,Marin
261,San Francisco
261,San Mateo
262,All
263,San Luis Obispo
263,Santa Barbara
264,Alameda
264,Contra Costa
264,Marin
264,Napa
264,San Francisco
264,San Mateo
264,Santa Clara
264,Solano
264,Sonoma
265,Orange
266,Alameda
266,Contra Costa
266,Marin
266,Napa
266,San Francisco
266,San Mateo
266,Santa Clara
266,Solano
266,Sonoma
267,All
268,Contra Costa
269,All
270,San Francisco
270,San Mateo
271,Alameda
271,Contra Costa
271,Marin
271,Monterey
271,San Francisco
271,San Mateo
271,Santa Clara
272,Alameda
272,Contra Costa
273,Sonoma
274,All
275,Marin
276,Santa Cruz
277,All
278,All
279,Yolo
280,Monterey
280,San Benito
280,Santa Cruz
281,All
282,Amador
282,Butte
282,Calaveras
282,Colusa
282,Del Norte
282,El Dorado
282,Glenn
282,Humboldt
282,Lake
282,Lassen
282,Modoc
282,Napa
282,Nevada
282,Placer
282,Plumas
282,Sacramento
282,Shasta
282,Sierra
282,Siskiyou
282,Solano
282,Sutter
282,Tehama
282,Trinity
283,All
284,Monterey
285,Alameda
285,Contra Costa
285,Del Norte
285,El Dorado
285,Glenn
285,Humboldt
285,Lake
285,Lassen
285,Marin
285,Mariposa
285,Mendocino
285,Merced
285,Modoc
285,Mono
285,Monterey
285,Napa
285,Nevada
285,Placer
285,Plumas
285,Sacramento
285,San Benito
285,San Francisco
285,San Joaquin
285,San Mateo
285,Santa Clara
285,Santa Cruz
285,Shasta
285,Sierra
285,Siskiyou
285,Solano
285,Sonoma
285,Stanislaus
285,Sutter
285,Tehama
285,Trinity
285,Tuolumne
285,Yolo
285,Yuba
286,All
287,Humboldt
287,Mendocino
287,Trinity
288,Amador
288,El Dorado
288,Sacramento
289,Monterey
289,San Benito
289,San Luis Obispo
289,San Mateo
289,Santa Barbara
289,Santa Clara
289,Santa Cruz
289,Ventura
290,Monterey
290,San Luis Obispo
290,San Mateo
290,Santa Barbara
290,Santa Cruz
291,Marin
292,All
293,Los Angeles
293,Orange
293,San Diego
294,All
295,Mendocino
296,Humboldt
297,Placer
298,Marin
298,Mendocino
298,Napa
298,Sonoma
299,Trinity
300,Del Norte
300,Humboldt
300,Siskiyou
300,Trinity
301,Alameda
302,Marin
303,San Mateo
303,Santa Clara
304,Humboldt
305,Santa Cruz
306,Los Angeles
306,Orange
306,San Diego
307,Orange
308,All
309,All
310,San Mateo
310,Santa Clara
311,Los Angeles
311,Orange
311,Riverside
311,San Bernardino
312,San Diego
313,San Mateo
313,Santa Clara
314,San Luis Obispo
314,Santa Barbara
315,Alameda
315,Contra Costa
315,Marin
315,San Francisco
316,Alameda
317,Del Norte
318,Sonoma
319,Imperial
319,San Diego
320,San Mateo
320,Santa Cruz
321,Del Norte
321,Humboldt
321,Lake
321,Mendocino
321,Sonoma
322,All
323,Sonoma
324,Alpine
324,Amador
324,Butte
324,Calaveras
324,El Dorado
324,Fresno
324,Inyo
324,Kern
324,Lassen
324,Madera
324,Mariposa
324,Modoc
324,Mono
324,Nevada
324,Placer
324,Plumas
324,Shasta
324,Sierra
324,Siskiyou
324,Tehama
324,Tulare
324,Tuolumne
324,Yuba
325,All
326,All
327,All
328,Monterey
328,San Benito
328,Santa Cruz
329,Mendocino
330,Marin
330,San Francisco
330,San Mateo
330,Sonoma
331,Santa Cruz
332,Monterey
332,San Benito
332,Santa Clara
332,Santa Cruz
333,San Mateo
334,San Mateo
335,All
336,Santa Cruz
337,Ventura
338,San Francisco
339,Del Norte
339,Humboldt
339,Los Angeles
339,Marin
339,Mendocino
339,Monterey
339,Orange
339,San Diego
339,San Francisco
339,San Luis Obispo
339,San Mateo
339,Santa Barbara
339,Santa Cruz
339,Sonoma
339,Ventura
340,Marin
341,Los Angeles
342,All
343,Los Angeles
343,Orange
343,Riverside
343,San Bernardino
343,San Diego
343,Ventura
344,San Diego
345,All
346,Marin
347,San Diego
348,San Diego
349,Alameda
349,Contra Costa
349,Marin
349,Napa
349,San Francisco
349,San Mateo
349,Santa Clara
349,Solano
349,Sonoma
350,Alameda
350,Contra Costa
350,Monterey
350,Sacramento
350,San Francisco
350,Solano
351,San Mateo
352,Ventura
353,Marin
353,Monterey
353,San Benito
353,San Luis Obispo
353,San Mateo
353,Santa Barbara
353,Santa Cruz
353,Ventura
354,Alameda
355,Alameda
355,San Francisco
355,San Mateo
355,Santa Clara
355,Santa Cruz
356,Orange
357,All
358,Alameda
358,Contra Costa
359,Santa Barbara
360,Alameda
360,Contra Costa
360,Marin
360,Napa
360,San Francisco
360,San Mateo
360,Santa Clara
360,Solano
360,Sonoma
361,Los Angeles
362,All
363,Alameda
363,Contra Costa
363,Marin
363,Napa
363,San Francisco
363,San Mateo
363,Santa Clara
363,Solano
363,Sonoma
364,Glenn
364,Humboldt
364,Lake
364,Marin
364,Mendocino
364,Modoc
364,Siskiyou
364,Sonoma
364,Trinity
365,Santa Barbara
366,Orange
367,San Diego
368,Alameda
369,Sonoma
370,Santa Barbara
372,Los Angeles
373,Monterey
374,San Luis Obispo
375,San Diego
376,All
377,San Mateo
378,Los Angeles
378,Orange
378,San Diego
378,Ventura
379,Los Angeles
381,Monterey
382,Orange
383,Alpine
383,Amador
383,Butte
383,Calaveras
383,El Dorado
383,Fresno
383,Inyo
383,Kern
383,Lassen
383,Madera
383,Mariposa
383,Mono
383,Nevada
383,Placer
383,Plumas
383,Sierra
383,Tehama
383,Tulare
383,Tuolumne
383,Yuba
384,San Luis Obispo
385,Merced
386,Alameda
386,Alpine
386,Amador
386,Butte
386,Calaveras
386,Colusa
386,Contra Costa
386,Del Norte
386,El Dorado
386,Fresno
386,Glenn
386,Humboldt
386,Lake
386,Lassen
386,Madera
386,Marin
386,Mariposa
386,Mendocino
386,Merced
386,Modoc
386,Mono
386,Monterey
386,Napa
386,Nevada
386,Placer
386,Plumas
386,Sacramento
386,San Benito
386,San Francisco
386,San Joaquin
386,San Mateo
386,Santa Clara
386,Santa Cruz
386,Shasta
386,Sierra
386,Siskiyou
386,Solano
386,Sonoma
386,Stanislaus
386,Sutter
386,Tehama
386,Trinity
386,Tuolumne
386,Yolo
386,Yuba
387,Humboldt
387,Mendocino
388,All
389,San Diego
390,All
391,Alameda
391,Contra Costa
391,Marin
391,Napa
391,San Francisco
391,San Mateo
391,Santa Clara
391,Solano
391,Sonoma
392,Imperial
392,San Diego
393,Los Angeles
394,Humboldt
395,Los Angeles
395,Orange
395,Riverside
395,San Bernardino
396,Humboldt
396,Lake
396,Marin
396,Mendocino
396,Sonoma
397,Los Angeles
397,Orange
397,Santa Barbara
397,Ventura
398,Santa Clara
399,Los Angeles
399,Orange
400,San Diego
401,All
402,Monterey
402,San Benito
402,Santa Cruz
403,Alameda
403,Contra Costa
403,Marin
403,Napa
403,San Francisco
403,San Mateo
403,Santa Clara
403,Solano
403,Sonoma
404,Orange
405,Orange
406,Alameda
406,Contra Costa
407,Alameda
407,Contra Costa
408,Santa Cruz
409,Los Angeles
410,Los Angeles
411,Los Angeles
412,All
413,Sonoma
415,Marin
415,Sonoma
416,Alameda
416,Marin
416,Monterey
416,San Francisco
416,San Mateo
416,Santa Clara
416,Santa Cruz
417,Marin
417,Sonoma
418,Monterey
418,San Mateo
418,Santa Clara
418,Santa Cruz
419,Los Angeles
419,Ventura
420,Amador
420,El Dorado
420,Placer
420,Sacramento
421,Alameda
421,Contra Costa
421,Monterey
421,Napa
421,Santa Clara
421,Solano
421,Yolo
421,Yuba
422,Alameda
422,Contra Costa
422,San Francisco
423,San Mateo
424,All
425,Humboldt
426,Alpine
426,Amador
426,Butte
426,Calaveras
426,El Dorado
426,Fresno
426,Inyo
426,Kern
426,Lassen
426,Madera
426,Mariposa
426,Modoc
426,Mono
426,Nevada
426,Placer
426,Plumas
426,Shasta
426,Sierra
426,Tehama
426,Tulare
426,Tuolumne
426,Yuba
427,All
428,Orange
429,Monterey
429,San Benito
429,San Luis Obispo
429,Santa Cruz
430,Alameda
430,Contra Costa
430,Marin
430,Napa
430,San Francisco
430,San Mateo
430,Santa Clara
430,Solano
430,Sonoma
431,Mendocino
431,Sonoma
432,Orange
433,All
434,Mendocino
435,Alameda
436,San Diego
437,San Luis Obispo
437,Santa Barbara
437,Ventura
438,Los Angeles
438,Orange
438,San Diego
438,Santa Barbara
438,Ventura
439,Alameda
439,Contra Costa
439,Marin
439,Napa
439,San Francisco
439,San Mateo
439,Santa Clara
439,Solano
439,Sonoma
440,all
441,San Diego
442,All
443,All
444,Santa Barbara
444,Ventura
445,Orange
446,Del Norte
446,Humboldt
447,Del Norte
447,Humboldt
447,Mendocino
448,Modoc
449,All
450,San Diego
451,Los Angeles
451,Ventura
452,Santa Barbara
453,Santa Barbara
454,Kern
454,Los Angeles
454,San Luis Obispo
454,Santa Barbara
454,Ventura
455,Marin
455,Sonoma
456,Los Angeles
456,Orange
456,Riverside
457,Del Norte
457,Humboldt
457,Mendocino
457,Shasta
457,Siskiyou
457,Trinity
458,Napa
458,Sonoma
459,Los Angeles
459,Ventura
460,Fresno
460,Kern
460,Kings
460,Madera
460,Mariposa
460,Merced
460,Monterey
460,San Benito
460,San Luis Obispo
460,Stanislaus
460,Tulare
460,Tuolumne
461,Orange
462,San Luis Obispo
463,Monterey
464,Orange
465,All
466,All
467,Santa Barbara
467,Ventura
468,Alameda
468,Contra Costa
468,Del Norte
468,Humboldt
468,Los Angeles
468,Marin
468,Mendocino
468,Monterey
468,Napa
468,Orange
468,San Diego
468,San Francisco
468,San Luis Obispo
468,San Mateo
468,Santa Barbara
468,Santa Clara
468,Santa Cruz
468,Solano
468,Sonoma
468,Ventura
469,San Luis Obispo
470,All
471,All
472,Sonoma
473,Sonoma
474,Del Norte
474,Humboldt
474,Lake
474,Mendocino
474,Napa
474,Siskiyou
474,Solano
474,Sonoma
474,Trinity
475,Del Norte
475,Humboldt
475,Mendocino
476,Sonoma
477,Los Angeles
477,Orange
478,San Diego
479,San Luis Obispo
480,All
481,Del Norte
481,Humboldt
482,Imperial
482,San Diego
483,Butte
483,Glenn
483,Plumas
483,Sacramento
483,Sutter
483,Tehama
483,Trinity
483,Yuba
484,Alameda
484,San Francisco
484,San Mateo
484,Santa Clara
485,Los Angeles
486,Marin
486,San Francisco
487,All
488,Humboldt
489,Los Angeles
489,Orange
489,San Diego
489,San Francisco
490,Mendocino
491,Los Angeles
491,Orange
491,San Diego
492,Alameda
492,Contra Costa
492,Marin
492,Napa
492,Sacramento
492,San Francisco
492,San Joaquin
492,San Mateo
492,Santa Clara
492,Solano
492,Sonoma
492,Yolo
493,Santa Barbara
494,Marin
494,Mendocino
494,San Francisco
494,Sonoma
495,Marin
496,Alameda
497,Humboldt
498,Solano
498,Yolo
499,Alameda
499,Contra Costa
499,Marin
499,Napa
499,San Francisco
499,San Mateo
499,Santa Clara
499,Sonoma

